POS,9.50,5.12,0.87,44
POS,9.63,5.06,1.23,34
POS,9.68,4.98,0.35,35
POS,9.77,4.95,0.87,34
POS,9.87,4.99,1.26,35
POS,9.94,5.00,1.54,34
POS,9.96,4.98,1.74,35
POS,10.01,4.96,1.89,33
POS,9.98,4.92,1.98,34
POS,10.01,4.91,2.05,33
POS,10.01,4.90,2.11,34
POS,10.02,4.90,2.16,34
POS,10.01,4.91,2.22,36
POS,9.99,4.87,2.21,33
POS,10.00,4.85,2.22,33
POS,9.99,4.83,1.09,33
POS,10.02,4.84,1.36,34
POS,10.03,4.85,1.58,33
POS,10.02,4.86,1.72,34
POS,10.01,4.86,1.84,34
POS,10.00,4.86,1.92,33
POS,9.96,4.87,2.01,36
POS,9.95,4.87,2.07,35
POS,9.95,4.87,2.10,34
POS,9.96,4.87,2.12,33
POS,9.98,4.86,1.07,34
POS,10.00,4.86,0.26,33
POS,10.00,4.86,-0.36,34
POS,10.01,4.87,0.29,34
POS,9.98,4.87,0.77,35
POS,9.99,4.86,1.13,33
POS,9.98,4.87,1.39,34
POS,9.98,4.89,1.60,35
POS,9.95,4.89,1.75,35
POS,9.93,4.88,1.87,35
POS,9.75,4.90,1.98,44
POS,9.60,4.92,2.06,45
POS,9.42,4.92,2.10,48
POS,9.42,4.89,2.12,40
POS,9.40,4.87,2.15,41
POS,9.41,4.87,1.06,40
POS,9.36,4.86,1.33,43
POS,9.38,4.87,0.46,40
POS,9.32,4.86,-0.20,44
POS,9.28,4.85,-0.70,43
POS,9.22,4.86,-1.06,45
POS,9.01,4.87,-0.30,53
POS,8.98,4.87,0.32,47
POS,8.95,4.88,-0.31,48
POS,8.91,4.87,-0.76,48
POS,8.86,4.87,-1.10,49
POS,8.79,4.86,-1.32,50
POS,8.88,4.87,-1.55,55
POS,8.80,4.87,-1.69,51
POS,8.89,4.87,-1.83,55
POS,8.80,4.88,-1.89,52
POS,8.84,4.88,-1.98,53
POS,8.76,4.87,-2.02,52
POS,8.78,4.86,-2.07,51
POS,8.78,4.85,-2.13,51
POS,8.73,4.87,-2.19,49
POS,8.67,4.90,-2.22,49
POS,8.59,4.92,-2.24,47
POS,8.55,4.91,-2.28,48
POS,8.47,4.91,-2.31,46
POS,8.41,4.92,-2.33,46
POS,8.35,4.92,-2.36,45
POS,8.28,4.94,-2.36,44
POS,8.21,4.93,-2.39,43
POS,8.12,4.95,-2.41,44
POS,8.05,4.97,-2.44,43
POS,7.98,4.99,-2.47,43
POS,7.91,4.99,-2.49,45
POS,7.85,4.99,-2.50,45
POS,7.79,4.99,-2.51,46
POS,7.70,5.02,-2.52,48
POS,7.58,5.11,-2.52,48
POS,7.52,5.12,-2.53,47
POS,7.46,5.12,-2.54,49
POS,7.36,5.16,-2.54,50
POS,7.25,5.14,-2.49,36
POS,7.14,5.11,-2.40,41
POS,7.11,5.06,-2.42,34
POS,7.07,5.06,-2.47,30
POS,7.06,5.04,-2.50,31
POS,6.98,5.06,-2.48,36
POS,6.90,5.03,-2.43,42
POS,6.80,5.02,-2.35,44
POS,6.68,5.06,-2.27,52
POS,6.58,5.09,-2.25,49
POS,6.58,5.10,-2.36,34
POS,6.50,5.17,-2.39,44
POS,6.42,5.20,-2.37,49
POS,6.36,5.16,-2.33,47
POS,6.29,5.18,-2.30,51
POS,6.25,5.18,-2.28,49
POS,6.21,5.18,-2.23,52
POS,6.16,5.19,-2.21,53
POS,6.10,5.20,-2.19,54
POS,6.07,5.22,-2.18,54
POS,6.02,5.23,-2.16,55
POS,5.97,5.25,-2.15,57
POS,5.91,5.32,-2.14,59
POS,5.86,5.35,-2.14,59
POS,5.79,5.39,-2.12,60
POS,5.72,5.42,-2.12,60
POS,5.66,5.43,-2.14,58
POS,5.59,5.43,-2.14,59
POS,5.54,5.45,-2.13,59
POS,5.49,5.47,-2.14,59
POS,5.44,5.47,-2.12,58
POS,5.39,5.46,-1.05,57
POS,5.33,5.46,-0.26,57
POS,5.27,5.45,0.35,56
POS,5.20,5.44,0.78,56
POS,5.14,5.51,1.15,55
POS,5.08,5.55,1.43,55
POS,5.02,5.57,1.64,55
POS,4.94,5.61,1.80,54
POS,4.87,5.62,1.90,54
POS,4.80,5.62,1.95,55
POS,4.74,5.61,1.99,56
POS,4.68,5.64,2.02,55
POS,4.60,5.63,2.05,56
POS,4.53,5.65,2.08,53
POS,4.45,5.65,2.11,53
POS,4.37,5.66,2.14,54
POS,4.28,5.67,2.16,55
POS,4.22,5.66,1.04,55
POS,4.15,5.66,0.22,55
POS,4.09,5.65,-0.38,63
POS,4.01,5.64,-0.84,63
POS,3.93,5.64,-1.19,61
POS,3.85,5.63,-1.48,58
POS,3.77,5.61,-1.67,60
POS,3.70,5.62,-1.80,62
POS,3.64,5.61,-1.90,61
POS,3.55,5.61,-1.99,60
POS,3.45,5.58,-2.10,53
POS,3.35,5.56,-2.21,51
POS,3.29,5.54,-2.26,53
POS,3.19,5.51,-2.35,47
POS,3.05,5.47,-2.46,40
POS,2.94,5.46,-1.16,41
POS,2.92,5.43,-0.22,46
POS,2.88,5.38,0.49,43
POS,2.84,5.33,1.02,43
POS,2.77,5.31,1.40,44
POS,2.70,5.30,1.61,51
POS,2.67,5.24,1.80,46
POS,2.61,5.21,1.92,47
POS,2.55,5.16,2.02,44
POS,2.47,5.12,2.13,38
POS,2.37,5.08,2.22,37
POS,2.30,5.04,2.28,38
POS,2.26,5.01,2.30,40
POS,2.23,4.96,2.31,41
POS,2.18,4.91,2.33,39
POS,2.14,4.86,2.33,41
POS,2.11,4.82,2.32,42
POS,2.07,4.76,2.34,40
POS,2.03,4.67,2.32,43
POS,1.99,4.62,2.30,43
POS,1.96,4.55,2.29,43
POS,1.91,4.49,2.30,41
POS,1.86,4.42,2.30,42
POS,1.87,4.35,2.28,47
POS,1.78,4.27,2.34,37
POS,1.73,4.19,2.36,40
POS,1.69,4.11,2.37,41
POS,1.67,4.04,2.37,43
POS,1.62,3.96,2.39,39
POS,1.64,3.91,2.39,44
POS,1.58,3.83,2.44,37
POS,1.52,3.73,2.46,38
POS,1.50,3.64,2.50,38
POS,1.43,3.54,2.55,34
POS,1.48,3.48,1.29,55
POS,1.36,3.40,0.31,31
POS,1.42,3.33,-0.35,47
POS,1.44,3.27,-0.85,46
POS,1.46,3.21,-1.20,57
POS,1.40,3.14,-1.51,40
POS,1.41,3.07,-1.73,45
POS,1.41,3.00,-1.87,47
POS,1.41,2.94,-1.95,49
POS,1.30,2.85,-2.09,34
POS,1.20,2.77,-2.22,30
POS,1.12,2.67,-2.30,32
POS,1.19,2.60,-2.29,50
POS,1.26,2.53,-2.28,50
POS,1.28,2.47,-2.28,48
POS,1.30,2.38,-2.28,46
POS,1.32,2.31,-2.28,46
POS,1.34,2.24,-2.27,47
POS,1.35,2.17,-2.28,44
POS,1.35,2.09,-2.30,42
POS,1.37,2.01,-2.33,41
POS,1.37,1.90,-2.35,38
POS,1.35,1.81,-2.38,36
POS,1.35,1.71,-2.40,35
POS,1.35,1.59,-2.43,33
POS,1.36,1.48,-2.45,32
POS,1.37,1.41,-2.47,32
POS,1.39,1.34,-2.47,33
POS,1.42,1.28,-2.46,34
POS,1.45,1.21,-2.47,31
POS,1.50,1.14,-2.48,32
POS,1.53,1.08,-2.51,31
POS,1.56,1.03,-2.53,30
POS,1.58,0.92,-2.56,33
POS,1.60,0.84,-2.61,35
POS,1.63,0.77,-2.64,35
POS,1.66,0.66,-2.67,41
POS,1.84,0.57,-2.59,44
POS,1.85,0.59,-2.63,35
POS,1.87,0.62,-2.66,35
POS,1.89,0.66,-2.66,32
POS,1.93,0.62,-2.68,41
POS,1.96,0.59,-2.65,38
POS,1.97,0.59,-2.65,37
POS,2.01,0.49,-2.63,45
POS,2.03,0.48,-2.63,41
POS,2.07,0.44,-2.66,45
POS,2.12,0.46,-1.28,43
POS,2.19,0.51,-0.27,41
POS,2.26,0.55,0.53,43
POS,2.30,0.55,1.12,45
POS,2.33,0.52,1.53,45
POS,2.42,0.56,1.95,48
POS,2.46,0.51,2.18,49
POS,2.55,0.51,2.44,51
POS,2.64,0.52,2.64,52
POS,2.71,0.57,2.73,48
POS,2.79,0.69,2.82,46
POS,2.88,0.75,2.91,49
POS,2.93,0.77,2.94,48
POS,2.94,0.72,2.91,49
POS,2.95,0.70,2.87,48
POS,3.00,0.74,2.84,47
POS,3.03,0.73,2.85,49
POS,3.06,0.70,2.82,50
POS,3.08,0.67,2.81,50
POS,3.12,0.70,2.80,48
POS,3.18,0.73,2.79,49
POS,3.24,0.78,2.78,49
POS,3.29,0.83,2.77,48
POS,3.35,0.88,2.79,49
POS,3.39,0.91,2.78,48
POS,3.43,0.97,2.79,48
POS,3.49,1.00,2.81,50
POS,3.53,1.05,2.80,49
POS,3.59,1.11,2.80,49
POS,3.62,1.15,2.79,50
POS,3.66,1.21,2.78,51
POS,3.69,1.27,2.77,52
POS,3.73,1.30,2.75,53
POS,3.77,1.33,2.75,52
POS,3.81,1.39,2.76,53
POS,3.84,1.43,2.76,53
POS,3.86,1.46,2.74,55
POS,3.87,1.49,2.72,55
POS,3.88,1.54,2.70,57
POS,3.90,1.58,2.67,59
POS,3.91,1.61,2.65,59
POS,3.93,1.66,2.63,59
POS,3.95,1.70,2.63,59
POS,4.01,1.81,2.67,58
POS,4.04,1.88,2.67,60
POS,4.04,1.92,2.66,60
POS,4.04,1.94,2.65,61
POS,4.05,1.96,2.62,62
POS,4.06,1.99,2.62,62
POS,4.06,2.04,2.59,64
POS,4.07,2.08,2.60,62
POS,4.07,2.12,2.59,63
POS,4.07,2.16,2.56,65
POS,4.07,2.21,2.55,65
POS,4.07,2.24,2.56,63
POS,4.06,2.29,2.56,65
POS,4.06,2.34,2.56,64
POS,4.07,2.40,2.54,67
POS,4.08,2.47,2.51,68
POS,4.06,2.50,2.51,66
POS,4.04,2.53,2.53,64
POS,4.03,2.58,2.53,66
POS,4.02,2.66,2.50,69
POS,3.92,2.72,1.12,54
POS,3.87,2.75,0.11,57
POS,3.84,2.79,-0.62,59
POS,3.82,2.86,-1.17,60
POS,3.79,2.93,-1.57,60
POS,3.77,2.99,-1.89,58
POS,3.85,3.08,-0.85,71
POS,3.79,3.15,-1.39,54
POS,3.75,3.22,-1.79,54
POS,3.74,3.30,-2.06,57
POS,3.72,3.38,-2.25,57
POS,3.78,3.47,-2.27,69
POS,3.79,3.50,-2.29,68
POS,3.80,3.55,-2.32,67
POS,3.72,3.58,-2.47,54
POS,3.74,3.64,-2.41,70
