POS,-0.18,0.12,0.04,91 
POS,-0.20,0.12,0.03,97
POS,-0.19,0.12,0.04,86
POS,-0.17,0.12,0.06,82
POS,-0.23,0.13,0.05,98
POS,-0.22,0.13,0.06,92
POS,-0.21,0.13,0.03,88
POS,-0.22,0.13,0.03,97
POS,-0.19,0.14,0.01,70
POS,-0.16,0.14,0.04,72
POS,-0.15,0.14,0.03,80
POS,-0.13,0.12,0.01,72
POS,-0.13,0.12,0.04,80
POS,-0.12,0.12,0.04,82
POS,-0.16,0.12,0.03,97
POS,-0.12,0.14,0.02,82
POS,-0.12,0.13,0.03,82
POS,-0.09,0.10,0.02,84
POS,-0.11,0.11,0.00,90
POS,-0.11,0.12,0.01,80
POS,-0.12,0.11,-0.01,90
POS,-0.12,0.11,-0.04,75
POS,-0.12,0.11,-0.06,80
POS,-0.11,0.10,-0.05,74
POS,-0.10,0.09,-0.02,73
POS,-0.10,0.10,-0.05,74
POS,-0.11,0.10,-0.06,83
POS,-0.10,0.10,-0.08,69
POS,-0.06,0.11,-0.10,33
POS,-0.04,0.11,-0.12,45
POS,-0.04,0.11,-0.13,55
POS,-0.03,0.11,-0.14,54
POS,-0.04,0.11,-0.14,65
POS,-0.05,0.11,-0.14,77
POS,-0.05,0.11,-0.14,62
POS,-0.06,0.11,-0.15,67
POS,-0.07,0.11,-0.13,83
POS,-0.08,0.11,-0.13,77
POS,-0.06,0.11,-0.14,46
POS,-0.05,0.11,-0.15,57
POS,-0.03,0.11,-0.15,41
POS,-0.03,0.11,-0.15,59
POS,-0.02,0.15,-0.13,72
POS,-0.03,0.14,-0.06,62
POS,-0.04,0.14,-0.00,65
POS,-0.02,0.13,0.04,33
POS,0.00,0.17,0.04,70
POS,-0.01,0.15,0.07,59
POS,-0.00,0.17,0.03,33
POS,-0.01,0.15,-0.01,48
POS,-0.02,0.14,0.04,63
POS,-0.03,0.13,0.07,68
POS,-0.05,0.13,0.09,77
POS,-0.05,0.13,0.06,60
POS,-0.04,0.13,0.08,54
POS,0.01,0.12,0.11,70
POS,-0.00,0.12,0.13,63
POS,-0.03,0.12,0.13,77
POS,-0.03,0.12,0.14,59
POS,-0.02,0.12,0.14,50
POS,-0.03,0.12,0.15,65
POS,-0.05,0.12,0.14,81
POS,-0.07,0.12,0.14,80
POS,-0.06,0.13,0.08,52
POS,-0.08,0.12,0.08,88
POS,-0.08,0.13,0.05,73
POS,-0.11,0.13,0.06,92
POS,-0.09,0.12,0.09,60
POS,-0.10,0.12,0.10,81
POS,-0.09,0.12,0.11,66
POS,-0.09,0.12,0.12,74
POS,-0.09,0.12,0.12,77
POS,-0.11,0.12,0.10,91
POS,-0.10,0.12,0.11,67
POS,-0.12,0.12,0.09,94
POS,-0.12,0.12,0.10,79
POS,-0.12,0.12,0.11,84
POS,-0.12,0.12,0.11,82
POS,-0.11,0.12,0.12,64
POS,-0.10,0.12,0.13,69
POS,-0.09,0.11,0.09,69
POS,-0.12,0.11,0.04,93
POS,-0.11,0.10,0.04,72
POS,-0.09,0.09,0.05,48
POS,-0.10,0.10,0.02,90
POS,-0.10,0.10,-0.02,70
POS,-0.09,0.10,-0.05,64
POS,-0.10,0.11,-0.06,88
POS,-0.11,0.11,-0.06,90
POS,-0.11,0.11,-0.07,80
POS,-0.12,0.11,-0.08,85
POS,-0.11,0.11,-0.09,75
POS,-0.11,0.11,-0.10,77
POS,-0.10,0.11,-0.11,65
POS,-0.09,0.11,-0.12,65
